latitude,longitude,mean,median,ci_lower,ci_upper
942000.0,78000.0,8.21751402062741,8.219867087955546,8.212731251915338,8.222296789339483
858000.0,126000.0,7.888157014436137,7.887998628690542,7.885508860157539,7.890805168714736
570000.0,162000.0,8.987064801028126,8.994127197508769,8.980440705079323,8.993688896976929
414000.0,546000.0,9.212566818081939,9.214405124836038,9.209241570782558,9.21589206538132
90000.0,486000.0,10.588985179243585,10.578269862186215,10.582957580395373,10.595012778091796
150000.0,246000.0,9.992647806546524,9.991552183464032,9.988693602216934,9.996602010876114
246000.0,642000.0,9.891582803192396,9.889086977818696,9.890098353408764,9.893067252976028
714000.0,366000.0,8.088760508608233,8.094365159115796,8.081842745077992,8.095678272138475
30000.0,186000.0,10.791269125477434,10.788241833992725,10.78857418111633,10.79396406983854
462000.0,330000.0,9.150164397608565,9.149292784032303,9.145534463222607,9.154794331994523
642000.0,414000.0,8.323780931269303,8.32806959423731,8.319624000959934,8.327937861578672
966000.0,258000.0,7.02527933982292,7.027319348769973,7.021899144086558,7.0286595355592825
654000.0,222000.0,7.912235772889044,7.9148634492256305,7.909606073039288,7.914865472738801
1146000.0,450000.0,6.828496337866104,6.83154475293068,6.82268187105591,6.834310804676298
534000.0,222000.0,9.097882282655723,9.09240105724854,9.093216731696184,9.102547833615262
990000.0,354000.0,7.5967884793530605,7.590496727854392,7.590558107070475,7.603018851635646
978000.0,342000.0,7.484105118595477,7.480511868207394,7.4792691584417925,7.4889410787491615
738000.0,186000.0,8.104914341303681,8.118403543305012,8.097544750200251,8.112283932407111
546000.0,210000.0,8.87404026325106,8.874062572182819,8.870284858384238,8.877795668117884
330000.0,258000.0,8.946637999207603,8.951203392069928,8.941580462380887,8.951695536034318
966000.0,342000.0,7.317679244316288,7.314024205411251,7.313244914870638,7.322113573761938
198000.0,234000.0,10.195580917032062,10.19966075865561,10.191734057110926,10.199427776953199
822000.0,402000.0,7.600755907609061,7.598694716317886,7.595797718378387,7.605714096839735
942000.0,66000.0,8.336276898558232,8.34024842601491,8.33081477466092,8.341739022455544
186000.0,594000.0,10.153704392307748,10.152519820881835,10.151553199206145,10.155855585409352
546000.0,306000.0,8.705580542826523,8.69984615047961,8.700308472019827,8.710852613633218
174000.0,282000.0,10.213733363130386,10.217262568357361,10.209218060066286,10.218248666194485
1038000.0,378000.0,7.366588719499285,7.366770228184608,7.359933110357435,7.373244328641135
1074000.0,414000.0,7.153895159296048,7.156059594422972,7.144993980552253,7.1627963380398425
246000.0,210000.0,9.64650430672491,9.645614649911732,9.642754260800194,9.650254352649627
534000.0,210000.0,8.846063770807143,8.84541656419701,8.842638410842058,8.849489130772229
258000.0,222000.0,9.729803303389955,9.72800155984404,9.723931459688005,9.735675147091905
138000.0,210000.0,10.531826029873631,10.502157369131128,10.521974826256054,10.541677233491209
726000.0,174000.0,8.265424218205322,8.278046664613033,8.25958982142209,8.271258614988554
858000.0,66000.0,8.70709468385303,8.70699052396651,8.704161324727641,8.71002804297842
1158000.0,426000.0,6.780862182658343,6.780432263630489,6.777987360101617,6.783737005215068
138000.0,642000.0,9.944749582647583,9.951743272744302,9.941015093226904,9.948484072068263
666000.0,210000.0,8.13059365683088,8.127876596115001,8.127898657604362,8.133288656057399
894000.0,90000.0,8.260536934799907,8.262987789124482,8.258112446441006,8.262961423158808
954000.0,342000.0,7.401691920627386,7.397548002483146,7.39700751359315,7.406376327661623
462000.0,114000.0,8.797970950266508,8.793495071333469,8.79091677557901,8.805025124954007
822000.0,66000.0,8.898321248139606,8.881529943327717,8.893556189220183,8.903086307059029
522000.0,486000.0,8.582123784470765,8.580890876582666,8.576156523626292,8.588091045315238
870000.0,282000.0,7.055872559456302,7.053973100750605,7.05007669348607,7.061668425426533
774000.0,138000.0,8.72823567666123,8.73095157643268,8.722302300263037,8.734169053059423
222000.0,162000.0,10.552295281583492,10.55712779171466,10.547948538671669,10.556642024495314
1146000.0,414000.0,6.797382546193468,6.8001664342822785,6.7945543009497795,6.800210791437157
90000.0,426000.0,10.612216456950735,10.616207693929034,10.60997039521044,10.614462518691031
726000.0,138000.0,8.557387974738257,8.559764588817965,8.552296738630325,8.562479210846188
150000.0,294000.0,9.737959307529962,9.738836678443402,9.734823424364256,9.741095190695669
630000.0,210000.0,8.478168581162937,8.47978975943211,8.472377813019929,8.483959349305945
18000.0,162000.0,10.967871841804051,10.969428310517802,10.965419884842568,10.970323798765534
834000.0,126000.0,8.047923581448897,8.045398157960621,8.044392892264664,8.05145427063313
102000.0,474000.0,10.48158970445129,10.466513579577462,10.47675113378204,10.48642827512054
354000.0,558000.0,9.41728078534466,9.415856902913722,9.415822651141214,9.418738919548106
1182000.0,426000.0,6.500071823356531,6.501185983096072,6.495440984526071,6.504702662186991
378000.0,558000.0,9.281371966613772,9.276448020133778,9.278680938486989,9.284062994740555
690000.0,330000.0,7.973952428432461,7.972811381869425,7.970238436348515,7.977666420516407
870000.0,294000.0,7.291152726460434,7.290709372739859,7.2847274950924685,7.2975779578284
138000.0,630000.0,9.73039383083423,9.740978878780428,9.7271783504894,9.733609311179059
378000.0,222000.0,10.05985219674506,10.064189107366014,10.053459320908113,10.066245072582008
930000.0,162000.0,7.850113514673791,7.844589437301885,7.845503104612918,7.854723924734664
1026000.0,162000.0,8.52570347015069,8.52816678678131,8.508376594362227,8.543030345939153
1170000.0,450000.0,6.734797860312226,6.737312841923007,6.731330455565262,6.738265265059191
42000.0,150000.0,10.755200456254883,10.755141674870412,10.752399265530471,10.758001646979295
714000.0,174000.0,8.395908426055566,8.412054913609579,8.388424575313516,8.403392276797616
1038000.0,354000.0,7.474138565613253,7.466179502786345,7.467856160488105,7.480420970738401
738000.0,102000.0,9.196793648704256,9.198695966036416,9.187067223334456,9.206520074074056
474000.0,330000.0,8.800688967492954,8.79838819476965,8.795636259275206,8.805741675710703
870000.0,138000.0,7.6777558706802225,7.677680891058033,7.674522705907532,7.680989035452913
678000.0,162000.0,8.44217269699078,8.434306384465621,8.437141000818311,8.44720439316325
378000.0,282000.0,9.049514028492668,9.04639719678742,9.04443807545929,9.054589981526046
90000.0,198000.0,10.639707402620472,10.633788753121049,10.63446811793429,10.644946687306653
894000.0,174000.0,7.519584892716027,7.518223928408273,7.514502864550651,7.524666920881404
30000.0,282000.0,10.615286325970548,10.617448105179554,10.60739754268495,10.623175109256145
894000.0,282000.0,6.944869118844231,6.944555435477216,6.938493029658005,6.951245208030457
198000.0,606000.0,10.157805849973991,10.157079167286074,10.155929556774819,10.159682143173164
390000.0,318000.0,9.555667283053438,9.558374816987897,9.550447824040527,9.56088674206635
162000.0,330000.0,10.286711770191289,10.291394818387861,10.2833810598205,10.290042480562077
870000.0,342000.0,7.485295412305564,7.482968331348479,7.48014376726389,7.490447057347238
894000.0,6000.0,8.61535940135074,8.60196434226521,8.604939725145188,8.625779077556293
618000.0,198000.0,8.3853689669306,8.386302256898619,8.381714046905469,8.38902388695573
66000.0,174000.0,10.780953363111104,10.77982418277627,10.777524196838401,10.784382529383807
714000.0,126000.0,8.942799381768038,8.929750932677186,8.931933510159748,8.953665253376329
906000.0,186000.0,7.835677390557775,7.837326264987425,7.829494330190827,7.841860450924723
510000.0,294000.0,8.599743544780868,8.581429986428432,8.591577428737216,8.60790966082452
786000.0,162000.0,8.214988279281833,8.213718210977627,8.209947795564842,8.220028762998824
66000.0,366000.0,10.529024882581991,10.526860163689589,10.523769983511915,10.534279781652067
174000.0,618000.0,10.067169198335598,10.07140763917249,10.064333284377978,10.070005112293218
366000.0,234000.0,9.824301140180879,9.83169726248046,9.819417652352726,9.829184628009031
1026000.0,366000.0,7.479061685355512,7.467063491314009,7.472727214279666,7.485396156431357
882000.0,102000.0,8.14788604662576,8.147132816222637,8.14622377531736,8.149548317934162
186000.0,246000.0,10.020567699048582,10.020307440498005,10.017526772311939,10.023608625785226
438000.0,330000.0,9.565050030119384,9.563952812768957,9.561224693572193,9.568875366666575
606000.0,90000.0,8.894867110968487,8.885682108765044,8.88956501787602,8.900169204060955
882000.0,66000.0,8.607445763205657,8.606748267137927,8.604192178460295,8.61069934795102
642000.0,222000.0,8.362230710579531,8.374866153045692,8.356706140044032,8.36775528111503
42000.0,246000.0,10.596044661893776,10.595320815562594,10.590331828550491,10.601757495237061
858000.0,138000.0,7.794508961234672,7.794125345480851,7.7915207046599635,7.79749721780938
234000.0,630000.0,9.948795390420111,9.947205733742189,9.94759833199083,9.949992448849391
150000.0,330000.0,10.26229324619305,10.26598121265748,10.259075536474715,10.265510955911385
942000.0,210000.0,7.562189726080901,7.552239807783476,7.554976848384179,7.569402603777624
486000.0,306000.0,8.845599757506708,8.820832171372519,8.835245353027831,8.855954161985585
666000.0,150000.0,8.472344176814763,8.46773143336652,8.468342212788656,8.476346140840871
678000.0,222000.0,7.874217380349221,7.8714372252842075,7.871546311145263,7.87688844955318
666000.0,114000.0,8.81536276217868,8.844598136939302,8.809083059554268,8.821642464803091
666000.0,198000.0,8.233684181885602,8.230139099246735,8.229870855152633,8.23749750861857
1194000.0,438000.0,6.557347033578487,6.556298136036214,6.554183169207129,6.560510897949844
654000.0,402000.0,8.142820824656939,8.14949336553314,8.138642576382567,8.14699907293131
486000.0,150000.0,8.767396296227956,8.767287793561337,8.763889085253329,8.770903507202583
354000.0,234000.0,9.750144768047113,9.758076754896154,9.745753254424153,9.754536281670072
642000.0,150000.0,8.658749044664585,8.64853954911665,8.649555726290115,8.667942363039055
210000.0,618000.0,10.072255105977518,10.072715353114013,10.070653163037216,10.073857048917821
810000.0,138000.0,8.358612926126026,8.363721055165904,8.351777473264253,8.3654483789878
654000.0,210000.0,8.319065170568408,8.319267725877937,8.314838929916064,8.323291411220751
450000.0,522000.0,9.048011149269945,9.049836866448096,9.045470509887066,9.050551788652824
654000.0,198000.0,8.080584357391253,8.083350249594915,8.078456873217618,8.082711841564887
18000.0,138000.0,11.11555306609321,11.116553325315653,11.112689907382105,11.118416224804314
450000.0,330000.0,9.3816945786351,9.382635285412414,9.37809440572665,9.385294751543551
18000.0,186000.0,10.857831999825649,10.860294484902859,10.854493978684195,10.861170020967103
330000.0,558000.0,9.586504704027874,9.585374086116472,9.584570527907768,9.58843888014798
198000.0,186000.0,10.423563116023244,10.430080183495683,10.42067979594689,10.426446436099598
186000.0,606000.0,10.133142809054311,10.132412060068404,10.130791907889213,10.135493710219409
750000.0,102000.0,9.187599155276164,9.179416023539872,9.176420156910192,9.198778153642136
378000.0,270000.0,8.635970471079803,8.653156653210598,8.628932869681961,8.643008072477645
786000.0,138000.0,8.47497730029631,8.471030497847579,8.469674555739386,8.480280044853233
978000.0,234000.0,7.458102532052783,7.4631554087906204,7.452141702005692,7.464063362099875
714000.0,150000.0,8.365822707150201,8.363303643313518,8.361449223823218,8.370196190477184
318000.0,654000.0,9.6205474025701,9.61803258582134,9.61912586491687,9.621968940223331
246000.0,186000.0,10.081371705322553,10.083479572118119,10.076343942409014,10.086399468236092
642000.0,426000.0,8.45929242709805,8.467591581155931,8.453307621684726,8.465277232511376
426000.0,546000.0,9.158881986635794,9.167006238750115,9.15412097882151,9.163642994450079
606000.0,102000.0,8.85250134010179,8.850655953245258,8.848134765932265,8.856867914271316
474000.0,522000.0,8.735949981992928,8.742275855333666,8.731387198005086,8.74051276598077
786000.0,54000.0,9.109303079932406,9.094601918545766,9.09946801591641,9.119138143948403
174000.0,594000.0,10.099437499442145,10.098057902607106,10.097359994998008,10.10151500388628
42000.0,198000.0,10.513109693708063,10.512777942992889,10.510788107749951,10.515431279666176
906000.0,90000.0,8.342449135453284,8.346478973655255,8.339240899096323,8.345657371810246
690000.0,174000.0,8.30463318356789,8.302876349518739,8.29953455172403,8.309731815411752
966000.0,150000.0,7.807842072835629,7.813677941096591,7.802798518298477,7.812885627372781
798000.0,78000.0,8.894655441826767,8.887451461943755,8.888981675698101,8.900329207955433
906000.0,138000.0,7.680967636082977,7.68082336614242,7.67882681266794,7.683108459498015
546000.0,222000.0,8.855371920115935,8.852459222090133,8.851067728409896,8.859676111821974
798000.0,402000.0,7.7720954707976455,7.777684021959651,7.765977171622946,7.778213769972345
846000.0,162000.0,7.631987096760873,7.628215072071278,7.626956540470581,7.637017653051164
