latitude,longitude,value,mean,median,mse_mean,mse_median,method
66000,294000,11.10542965,10.655907720198051,10.66152002230046,0.20206996537286762,0.1970557575643442,gwr_bias_corr_bootstrap_stats.csv
378000,294000,10.0585804,9.968133203433093,9.967722450677527,0.00818069536681286,0.008255166955085038,gwr_bias_corr_bootstrap_stats.csv
510000,294000,9.310648918,9.172577919076833,9.172525864133371,0.019063600743641242,0.019077978009443615,gwr_bias_corr_bootstrap_stats.csv
522000,294000,9.335672379,9.072535225158534,9.07474872041118,0.06924116173178745,0.06808115561137554,gwr_bias_corr_bootstrap_stats.csv
534000,294000,9.738121033,9.41679921496137,9.41747011194409,0.10324771074765039,0.1028170131740042,gwr_bias_corr_bootstrap_stats.csv
882000,294000,8.40627861,8.533182666732479,8.535014233736312,0.016104639615160433,0.01657286081877758,gwr_bias_corr_bootstrap_stats.csv
906000,294000,7.745611191,7.372909204144991,7.373340192736704,0.13890677100567161,0.1385856961479512,gwr_bias_corr_bootstrap_stats.csv
966000,294000,8.060131073,7.789120280631666,7.790892720776062,0.07344684958011274,0.0724892903082616,gwr_bias_corr_bootstrap_stats.csv
78000,306000,10.95173264,10.73258855236285,10.735017551084928,0.04802413114631848,0.046965429763467355,gwr_bias_corr_bootstrap_stats.csv
390000,306000,10.65096378,10.607161214917491,10.61134695381026,0.0019186647078073698,0.0015694929173480205,gwr_bias_corr_bootstrap_stats.csv
486000,306000,9.51177597,9.539191952716468,9.53808930571604,0.000751636108309657,0.0006923916365050203,gwr_bias_corr_bootstrap_stats.csv
498000,306000,9.463155746,9.457751471787764,9.45558310759829,2.9206179761034164e-05,5.734485236305075e-05,gwr_bias_corr_bootstrap_stats.csv
870000,306000,8.836753845,8.82191996252248,8.825699605880732,0.0002200440693568696,0.00012219620250595632,gwr_bias_corr_bootstrap_stats.csv
918000,306000,7.324874878,7.024430154619503,7.025806912544224,0.09026703180718362,0.08944164796185708,gwr_bias_corr_bootstrap_stats.csv
966000,306000,7.939837456,7.785095862744801,7.786199018315462,0.02394496068315751,0.023604769534145767,gwr_bias_corr_bootstrap_stats.csv
90000,318000,10.22530842,10.117892461830769,10.118381540306366,0.011538188069413912,0.011433357601016693,gwr_bias_corr_bootstrap_stats.csv
390000,318000,10.59953785,10.43345704968103,10.438028954799714,0.02758283223458995,0.026085123228817217,gwr_bias_corr_bootstrap_stats.csv
462000,318000,10.00672054,9.84130722422026,9.840931296501058,0.027361565037247744,0.02748607325995151,gwr_bias_corr_bootstrap_stats.csv
474000,318000,9.683414459,9.604969689745497,9.6054563371289,0.00615358182339221,0.00607746876566936,gwr_bias_corr_bootstrap_stats.csv
870000,318000,8.738130569,8.780436897867576,8.784411912562426,0.0017898254622514017,0.002141962761943236,gwr_bias_corr_bootstrap_stats.csv
918000,318000,7.764118195,7.907354075814628,7.906766710179749,0.020516517552742353,0.02034859888298707,gwr_bias_corr_bootstrap_stats.csv
978000,318000,7.888026714,7.918002486427365,7.920790260378642,0.0008985469326171252,0.0010734499713054243,gwr_bias_corr_bootstrap_stats.csv
990000,318000,7.853960514,7.614232070007902,7.612002889149215,0.05746972685887232,0.05854349222343304,gwr_bias_corr_bootstrap_stats.csv
1002000,318000,7.513593197,7.40351910957288,7.401189189173119,0.012116304722913206,0.012634660975545347,gwr_bias_corr_bootstrap_stats.csv
1014000,318000,8.226239204,8.123060052283401,8.121348126639225,0.010645937348956995,0.011002138109904264,gwr_bias_corr_bootstrap_stats.csv
1026000,318000,8.213888168,8.245871974763512,8.241945276968474,0.001022963895085639,0.0007872013636688129,gwr_bias_corr_bootstrap_stats.csv
90000,330000,10.39032459,10.31329686648892,10.315236863485364,0.005933270189299336,0.00563816667313689,gwr_bias_corr_bootstrap_stats.csv
402000,330000,10.2098093,10.239250401840794,10.238706469768864,0.0008667784775999949,0.0008350464206505748,gwr_bias_corr_bootstrap_stats.csv
414000,330000,10.06233883,10.130957995974525,10.1290760666353,0.004708589939039378,0.004453858753715978,gwr_bias_corr_bootstrap_stats.csv
426000,330000,9.823982239,10.05607449862294,10.058262422559116,0.05386681697688208,0.05488720440849327,gwr_bias_corr_bootstrap_stats.csv
438000,330000,9.898670197,9.927602786490196,9.93104364879748,0.0008370947346082227,0.0010480403812838236,gwr_bias_corr_bootstrap_stats.csv
450000,330000,9.92484951,9.86624849206756,9.866979393040216,0.0034340793027180364,0.003348950436939022,gwr_bias_corr_bootstrap_stats.csv
870000,330000,8.870684624,8.774096381599511,8.775841051499185,0.009329288570015732,0.008995303244717475,gwr_bias_corr_bootstrap_stats.csv
930000,330000,7.820345879,7.836449153970101,7.833506052222192,0.00025931546476268497,0.00017319015923810479,gwr_bias_corr_bootstrap_stats.csv
