latitude,longitude,imputed_value
510000.0,6000.0,8.611111925456933
522000.0,6000.0,9.052997923229578
534000.0,6000.0,9.049968270353432
894000.0,6000.0,8.453173132627905
906000.0,6000.0,8.595586669236067
498000.0,18000.0,8.246288903164219
546000.0,18000.0,8.118488549933126
558000.0,18000.0,8.119385079719283
906000.0,18000.0,9.037353387071454
486000.0,30000.0,8.990548451284914
558000.0,30000.0,8.835594642582294
486000.0,42000.0,9.531018141010486
558000.0,42000.0,9.064757623778577
486000.0,54000.0,9.492500420558734
570000.0,54000.0,9.194101613456528
582000.0,54000.0,9.22950419861858
786000.0,54000.0,8.742983198209005
486000.0,66000.0,9.207679673859516
582000.0,66000.0,9.197002587450614
786000.0,66000.0,8.942785458373745
798000.0,66000.0,8.795012186954793
810000.0,66000.0,9.075752541739812
858000.0,66000.0,9.074020801087006
870000.0,66000.0,9.030418045925938
594000.0,78000.0,9.347400873822133
798000.0,78000.0,9.14248092818071
810000.0,78000.0,8.958962905268951
822000.0,78000.0,8.922636316397892
834000.0,78000.0,8.62019005996586
846000.0,78000.0,9.069451079566658
882000.0,78000.0,8.963204187480594
6000.0,90000.0,11.569489789738142
18000.0,90000.0,11.545204528042534
474000.0,90000.0,9.16152638031253
486000.0,90000.0,8.961771322932718
594000.0,90000.0,8.72404313878353
738000.0,90000.0,9.539007683684988
750000.0,90000.0,9.486016811372942
834000.0,90000.0,8.830754411878775
846000.0,90000.0,9.060958094770577
858000.0,90000.0,8.9683603559003
894000.0,90000.0,8.692782369266853
918000.0,90000.0,8.479026553527206
474000.0,102000.0,9.391042902624987
594000.0,102000.0,9.218870955941698
738000.0,102000.0,9.493496063618032
750000.0,102000.0,9.535124852619758
870000.0,102000.0,8.89960491683137
918000.0,102000.0,8.002093244059397
930000.0,102000.0,8.097228700686573
942000.0,102000.0,8.349834696721539
474000.0,114000.0,9.154138201086505
606000.0,114000.0,9.114768052491037
654000.0,114000.0,9.148724165250739
666000.0,114000.0,9.272109330931471
750000.0,114000.0,9.454195624331804
762000.0,114000.0,9.240252391729685
834000.0,114000.0,8.646293329822182
846000.0,114000.0,8.228099766379431
858000.0,114000.0,8.200988197111766
882000.0,114000.0,8.905391496524164
942000.0,114000.0,8.515207116664378
474000.0,126000.0,9.028123849033364
606000.0,126000.0,8.858607911233472
642000.0,126000.0,8.955510644723585
678000.0,126000.0,9.317064918832525
714000.0,126000.0,9.397540624796509
726000.0,126000.0,9.41117007504039
750000.0,126000.0,9.412740752318044
762000.0,126000.0,9.327298976739453
798000.0,126000.0,8.319341097029506
810000.0,126000.0,8.83987385922212
834000.0,126000.0,8.465615662418717
870000.0,126000.0,8.570211867504527
954000.0,126000.0,8.415532509325256
18000.0,138000.0,11.07809652731579
30000.0,138000.0,10.663920757947444
42000.0,138000.0,10.734868750571046
462000.0,138000.0,9.963932202050144
474000.0,138000.0,9.204878764967251
594000.0,138000.0,8.372255983834084
606000.0,138000.0,9.221424007606844
642000.0,138000.0,9.175638189820313
690000.0,138000.0,9.231202125412187
702000.0,138000.0,9.169813417001228
714000.0,138000.0,9.163778666985898
774000.0,138000.0,9.312444904503561
786000.0,138000.0,8.945699686531906
870000.0,138000.0,8.146824403993149
882000.0,138000.0,8.86648693277204
894000.0,138000.0,8.85423033274006
906000.0,138000.0,8.239218407039283
918000.0,138000.0,8.487020428443815
954000.0,138000.0,8.20838614674916
18000.0,150000.0,11.105059482267443
42000.0,150000.0,10.636161373252008
474000.0,150000.0,9.59242149237765
570000.0,150000.0,8.665877773130045
582000.0,150000.0,8.49569243898317
654000.0,150000.0,9.099817480863983
714000.0,150000.0,8.524934713299585
870000.0,150000.0,8.401749806858128
930000.0,150000.0,8.506245787733844
954000.0,150000.0,7.869755315228919
966000.0,150000.0,8.156346303773939
18000.0,162000.0,11.101595129080357
42000.0,162000.0,10.827398323278635
486000.0,162000.0,9.86443839637447
546000.0,162000.0,9.17869858159401
558000.0,162000.0,9.278701628860151
606000.0,162000.0,8.532438043947886
618000.0,162000.0,8.711638279084509
630000.0,162000.0,9.056315393357014
642000.0,162000.0,9.36049122992421
654000.0,162000.0,9.398571331316266
702000.0,162000.0,8.719202483944159
942000.0,162000.0,8.585213432283421
954000.0,162000.0,8.227417182103803
18000.0,174000.0,10.904995069591845
54000.0,174000.0,10.750148220502295
66000.0,174000.0,11.04111964952473
210000.0,174000.0,10.217704077614908
222000.0,174000.0,10.099452737387976
234000.0,174000.0,9.946432930890737
498000.0,174000.0,9.823504885398552
510000.0,174000.0,9.717557928358126
522000.0,174000.0,9.613088999781557
534000.0,174000.0,9.556232846811753
606000.0,174000.0,9.298090529618428
870000.0,174000.0,8.668234397391695
882000.0,174000.0,8.314329603187378
894000.0,174000.0,8.421438126207505
18000.0,186000.0,11.128176654326397
30000.0,186000.0,11.100521710872819
78000.0,186000.0,10.87149261910641
198000.0,186000.0,10.283466422414316
246000.0,186000.0,9.954498536711919
618000.0,186000.0,9.454375759006151
894000.0,186000.0,9.028004884780414
42000.0,198000.0,10.81633910071684
78000.0,198000.0,10.740430077926192
198000.0,198000.0,10.247923144708954
246000.0,198000.0,10.024907767904809
546000.0,198000.0,8.991815077516653
558000.0,198000.0,8.973729336789177
570000.0,198000.0,9.263442679134592
618000.0,198000.0,8.848285093906451
906000.0,198000.0,8.953267309501978
918000.0,198000.0,8.8742554311414
930000.0,198000.0,8.598396664266092
54000.0,210000.0,10.716822214029714
90000.0,210000.0,9.804122594188343
102000.0,210000.0,10.543130887744896
138000.0,210000.0,10.651079345239616
150000.0,210000.0,10.211936626956549
198000.0,210000.0,10.251048382075012
246000.0,210000.0,9.62205617407235
318000.0,210000.0,10.641157076180033
330000.0,210000.0,10.519441252801407
534000.0,210000.0,9.1795299064142
546000.0,210000.0,9.222765986360066
582000.0,210000.0,8.463396132528942
594000.0,210000.0,8.915908267472778
618000.0,210000.0,9.244054672886051
630000.0,210000.0,9.21764213865288
942000.0,210000.0,8.596339586393428
954000.0,210000.0,8.397108789392558
54000.0,222000.0,10.543647344900407
114000.0,222000.0,9.98958218463478
126000.0,222000.0,9.993527218440553
258000.0,222000.0,9.923367878525362
330000.0,222000.0,10.437593392168976
342000.0,222000.0,10.670795149691735
378000.0,222000.0,10.702407588731893
462000.0,222000.0,9.85082824153751
474000.0,222000.0,9.325164918294169
486000.0,222000.0,9.591863936774203
618000.0,222000.0,8.686322018402644
642000.0,222000.0,9.127531554331215
966000.0,222000.0,7.600715113270124
978000.0,222000.0,8.107481231215925
54000.0,234000.0,10.697258418545752
126000.0,234000.0,9.83049594038946
198000.0,234000.0,10.522616655810495
258000.0,234000.0,9.473190331521462
318000.0,234000.0,10.453795644305448
330000.0,234000.0,10.439586764874944
342000.0,234000.0,10.16843227513955
366000.0,234000.0,10.660007921582032
378000.0,234000.0,10.60631859826435
390000.0,234000.0,10.425294392731185
462000.0,234000.0,10.050940651344282
498000.0,234000.0,9.637390396504706
534000.0,234000.0,9.193872051395065
978000.0,234000.0,7.8695485953912865
54000.0,246000.0,10.838866719890621
138000.0,246000.0,10.405371238914888
150000.0,246000.0,10.033374445027942
186000.0,246000.0,10.227971614269626
270000.0,246000.0,9.876768840088495
390000.0,246000.0,10.34368574573641
474000.0,246000.0,9.726754850696105
486000.0,246000.0,8.799642668674952
498000.0,246000.0,9.602175749148723
510000.0,246000.0,9.792135088151785
534000.0,246000.0,9.257762827834528
966000.0,246000.0,7.607793152392405
42000.0,258000.0,10.789543845526223
150000.0,258000.0,9.809844500491822
186000.0,258000.0,10.350407754269883
282000.0,258000.0,9.90640241708523
294000.0,258000.0,10.138823344600858
306000.0,258000.0,9.696235767374096
318000.0,258000.0,9.539743640411306
378000.0,258000.0,10.304906978593673
546000.0,258000.0,9.182361218414396
966000.0,258000.0,7.578170165270272
42000.0,270000.0,10.788267747049566
150000.0,270000.0,9.162409922518822
186000.0,270000.0,10.785039284195307
378000.0,270000.0,9.244562922821524
546000.0,270000.0,9.013556465394808
966000.0,270000.0,7.8531039579431265
30000.0,282000.0,11.112329383392538
42000.0,282000.0,10.727619806273205
150000.0,282000.0,8.849984049436728
174000.0,282000.0,10.657633926187273
378000.0,282000.0,9.986900578020649
546000.0,282000.0,8.961088580634533
966000.0,282000.0,7.714651142448508
54000.0,294000.0,10.7260339409144
66000.0,294000.0,10.659780992115119
378000.0,294000.0,9.978422328250238
