latitude,longitude,value,imputed_value,mse,method
510000,6000,9.082024574,8.578303947909598,0.25373446914890674,SVM_Original
522000,6000,9.211622238,8.730282596560464,0.2316878504211414,SVM_Original
534000,6000,8.998277664,8.77803911086145,0.04850502028856201,SVM_Original
894000,6000,8.309407234,8.527536996334986,0.0475805932163173,SVM_Original
906000,6000,7.996752262,8.527536996334986,0.28173243420306104,SVM_Original
498000,18000,8.291751862,8.425305822007111,0.01783666023358105,SVM_Original
546000,18000,8.011863708,8.426521887995555,0.17194140623722654,SVM_Original
558000,18000,8.139260292,8.114765895233607,0.0005999754729494773,SVM_Original
906000,18000,7.860764027,8.527536996334986,0.4445861926357936,SVM_Original
486000,30000,8.51194191,8.60679867495411,0.008997805857559417,SVM_Original
558000,30000,8.474336624,8.440887237241878,0.0011188614744944,SVM_Original
486000,42000,9.492903709,8.700131452524545,0.6284878506371852,SVM_Original
558000,42000,9.072347641,8.586445071104794,0.23610130743076552,SVM_Original
486000,54000,9.522169113,8.782884459757025,0.5465417985205869,SVM_Original
570000,54000,9.126864433,8.717086461996542,0.16791798551971027,SVM_Original
582000,54000,9.167705536,8.770444119222775,0.15781663325984774,SVM_Original
786000,54000,9.143795967,8.527537374937904,0.3797746522903585,SVM_Original
486000,66000,9.46211338,8.686255870605194,0.601954874884311,SVM_Original
582000,66000,9.216580391,8.575398329233632,0.41111443633097133,SVM_Original
786000,66000,9.274912834,8.528329156696373,0.5573871872162072,SVM_Original
798000,66000,9.244146347,8.528857002079699,0.5116388469565127,SVM_Original
810000,66000,9.478525162,8.529331537848096,0.9009685361306271,SVM_Original
858000,66000,9.15818119,8.529556244055405,0.395169322663846,SVM_Original
870000,66000,9.016919136,8.52464683788775,0.24233201548871708,SVM_Original
594000,78000,9.629060745,8.752750833809397,0.7679190604508824,SVM_Original
798000,78000,9.346918106,8.544541303561425,0.6438085330915518,SVM_Original
810000,78000,9.162029266,8.55095435379517,0.3734125483261399,SVM_Original
822000,78000,8.873765945,8.53839770444371,0.11247185677382182,SVM_Original
834000,78000,8.608192444,8.615162497106546,4.8581640308068036e-05,SVM_Original
846000,78000,9.018061638,8.570957027496462,0.19990253273352113,SVM_Original
882000,78000,9.003185272,8.455082694049844,0.30041643595560613,SVM_Original
6000,90000,11.90082359,10.772656437239094,1.2727611245686485,SVM_Original
18000,90000,11.77329731,10.772656507883935,1.0012820148594817,SVM_Original
474000,90000,9.271114349,8.470238876926347,0.641401521769196,SVM_Original
486000,90000,8.66860199,8.560649275392137,0.011653788591206847,SVM_Original
594000,90000,8.974430084,8.619307795843568,0.12611183954545976,SVM_Original
738000,90000,9.279377937,7.857390374548441,2.022048627766926,SVM_Original
750000,90000,9.248614311,7.85781485770153,1.934323119295326,SVM_Original
834000,90000,8.680383682,8.560167028640363,0.014452043744991268,SVM_Original
846000,90000,9.003284454,8.561937922083285,0.19478676123491145,SVM_Original
858000,90000,8.912045479,8.509553411982857,0.161999864011732,SVM_Original
894000,90000,8.747065544,8.231070729373835,0.26625064872109017,SVM_Original
918000,90000,8.584779739,7.726971765440192,0.7358345195027844,SVM_Original
474000,102000,9.203536987,8.58881403804367,0.37788430397356554,SVM_Original
594000,102000,9.323350906,8.589287223527078,0.5388494899257064,SVM_Original
738000,102000,9.252703667,7.887870496118877,1.862769584337422,SVM_Original
750000,102000,9.313019753,7.891938694667556,2.019471374351261,SVM_Original
870000,102000,8.51817894,8.525754191512268,5.7384435474118786e-05,SVM_Original
918000,102000,8.146500587,7.683023768577011,0.21481076121549625,SVM_Original
930000,102000,8.348965645,7.859104421203637,0.23996401857927052,SVM_Original
942000,102000,8.72198391,8.00069362960973,0.5202596685854755,SVM_Original
474000,114000,9.143528938,8.640794488948211,0.2527419262634048,SVM_Original
606000,114000,9.391433716,8.777776190055416,0.3765755591484275,SVM_Original
654000,114000,9.075817108,8.88960197576808,0.03467607547215157,SVM_Original
