latitude,longitude,value,imputed_value
894000.0,6000.0,,8.554625988006592
906000.0,6000.0,,8.49396800994873
906000.0,18000.0,,8.49396800994873
774000.0,54000.0,,8.576364040374756
786000.0,54000.0,,8.576364040374756
858000.0,54000.0,,8.554625988006592
870000.0,54000.0,,8.554625988006592
882000.0,54000.0,,8.49396800994873
786000.0,66000.0,,8.576364040374756
798000.0,66000.0,,8.576364040374756
810000.0,66000.0,,8.576364040374756
822000.0,66000.0,,8.576364040374756
834000.0,66000.0,,8.604374408721924
858000.0,66000.0,,8.554625988006592
870000.0,66000.0,,8.49396800994873
882000.0,66000.0,,8.49396800994873
942000.0,66000.0,,7.792620897293091
6000.0,78000.0,,10.795512676239014
594000.0,78000.0,,8.607299327850342
726000.0,78000.0,,8.381692886352539
798000.0,78000.0,,8.576364040374756
810000.0,78000.0,,8.576364040374756
858000.0,78000.0,,8.580709457397461
882000.0,78000.0,,8.49396800994873
942000.0,78000.0,,7.792620897293091
6000.0,90000.0,,10.795512676239014
18000.0,90000.0,,10.795512676239014
606000.0,90000.0,,8.774199962615967
738000.0,90000.0,,8.179380178451538
750000.0,90000.0,,8.30752182006836
834000.0,90000.0,,8.576364040374756
846000.0,90000.0,,8.580709457397461
882000.0,90000.0,,8.49396800994873
894000.0,90000.0,,8.344223499298096
906000.0,90000.0,,7.9112677574157715
918000.0,90000.0,,7.792620897293091
606000.0,102000.0,,8.629447937011719
738000.0,102000.0,,8.179380178451538
750000.0,102000.0,,8.30752182006836
870000.0,102000.0,,8.5200514793396
882000.0,102000.0,,8.064898014068604
906000.0,102000.0,,7.9112677574157715
942000.0,102000.0,,7.889954566955566
462000.0,114000.0,,8.623404502868652
522000.0,114000.0,,9.02220630645752
534000.0,114000.0,,8.988084316253662
606000.0,114000.0,,8.629447937011719
654000.0,114000.0,,8.681320190429688
666000.0,114000.0,,8.675675392150879
750000.0,114000.0,,8.30752182006836
762000.0,114000.0,,8.457762718200684
798000.0,114000.0,,8.465081691741943
834000.0,114000.0,,7.758215665817261
846000.0,114000.0,,7.777322053909302
858000.0,114000.0,,8.228800296783447
882000.0,114000.0,,8.064898014068604
942000.0,114000.0,,7.78387713432312
462000.0,126000.0,,8.459192752838135
606000.0,126000.0,,8.480793476104736
642000.0,126000.0,,8.681320190429688
654000.0,126000.0,,8.681320190429688
678000.0,126000.0,,8.675675392150879
714000.0,126000.0,,8.071750402450562
726000.0,126000.0,,8.381692886352539
738000.0,126000.0,,8.179380178451538
750000.0,126000.0,,8.30752182006836
762000.0,126000.0,,8.457762718200684
798000.0,126000.0,,8.007238149642944
810000.0,126000.0,,7.9813621044158936
822000.0,126000.0,,7.758215665817261
834000.0,126000.0,,7.758215665817261
858000.0,126000.0,,7.777322053909302
870000.0,126000.0,,7.898504257202148
894000.0,126000.0,,7.704448938369751
954000.0,126000.0,,7.747552871704102
18000.0,138000.0,,10.795512676239014
30000.0,138000.0,,10.795512676239014
42000.0,138000.0,,10.813395977020264
462000.0,138000.0,,8.459192752838135
606000.0,138000.0,,8.414870738983154
642000.0,138000.0,,8.489325523376465
678000.0,138000.0,,8.463174819946289
690000.0,138000.0,,8.463174819946289
702000.0,138000.0,,8.576231956481934
714000.0,138000.0,,8.071750402450562
726000.0,138000.0,,8.071750402450562
738000.0,138000.0,,8.179380178451538
762000.0,138000.0,,8.457762718200684
774000.0,138000.0,,8.457762718200684
786000.0,138000.0,,8.395266056060791
810000.0,138000.0,,8.007238149642944
822000.0,138000.0,,7.624270915985107
858000.0,138000.0,,7.7131640911102295
870000.0,138000.0,,7.834346294403076
882000.0,138000.0,,7.910429954528809
894000.0,138000.0,,7.607485055923462
906000.0,138000.0,,7.607485055923462
18000.0,150000.0,,10.795512676239014
42000.0,150000.0,,10.813395977020264
474000.0,150000.0,,8.431586742401123
486000.0,150000.0,,8.626850605010986
570000.0,150000.0,,8.055294513702393
582000.0,150000.0,,8.20096731185913
642000.0,150000.0,,8.357063293457031
654000.0,150000.0,,8.489325523376465
666000.0,150000.0,,8.463174819946289
690000.0,150000.0,,8.576231956481934
714000.0,150000.0,,8.130469560623169
774000.0,150000.0,,8.120612859725952
786000.0,150000.0,,8.395266056060791
798000.0,150000.0,,7.848353624343872
810000.0,150000.0,,7.708871126174927
930000.0,150000.0,,7.7282538414001465
942000.0,150000.0,,7.74821400642395
966000.0,150000.0,,7.760857582092285
18000.0,162000.0,,10.740922451019287
222000.0,162000.0,,10.272264003753662
234000.0,162000.0,,10.124343395233154
486000.0,162000.0,,8.991619110107422
534000.0,162000.0,,8.908028602600098
558000.0,162000.0,,8.544795513153076
570000.0,162000.0,,8.544795513153076
606000.0,162000.0,,8.50422716140747
630000.0,162000.0,,8.50422716140747
642000.0,162000.0,,8.241312503814697
654000.0,162000.0,,8.355222702026367
666000.0,162000.0,,8.355222702026367
678000.0,162000.0,,8.52875280380249
702000.0,162000.0,,8.27216124534607
714000.0,162000.0,,8.130469560623169
774000.0,162000.0,,7.5718371868133545
786000.0,162000.0,,7.3546411991119385
798000.0,162000.0,,7.3546411991119385
810000.0,162000.0,,7.7396605014801025
834000.0,162000.0,,7.694807052612305
846000.0,162000.0,,7.37873387336731
858000.0,162000.0,,7.834346294403076
930000.0,162000.0,,7.7282538414001465
942000.0,162000.0,,7.74821400642395
954000.0,162000.0,,7.760857582092285
1026000.0,162000.0,,7.760857582092285
6000.0,174000.0,,10.719837188720703
66000.0,174000.0,,10.62428092956543
198000.0,174000.0,,10.34516716003418
210000.0,174000.0,,10.272264003753662
222000.0,174000.0,,10.272264003753662
234000.0,174000.0,,10.124343395233154
498000.0,174000.0,,9.1343355178833
510000.0,174000.0,,9.1343355178833
522000.0,174000.0,,9.268872737884521
534000.0,174000.0,,9.140988826751709
606000.0,174000.0,,8.50422716140747
618000.0,174000.0,,8.50422716140747
690000.0,174000.0,,8.128889322280884
702000.0,174000.0,,7.872297763824463
714000.0,174000.0,,8.022056818008423
726000.0,174000.0,,7.935760021209717
810000.0,174000.0,,7.522051811218262
834000.0,174000.0,,7.229935884475708
858000.0,174000.0,,6.764456033706665
870000.0,174000.0,,7.3016357421875
894000.0,174000.0,,7.706129312515259
1026000.0,174000.0,,7.559241533279419
18000.0,186000.0,,10.719837188720703
30000.0,186000.0,,10.631731510162354
78000.0,186000.0,,10.4436616897583
