latitude,longitude,imputed_value
510000.0,6000.0,3.5508641401926675
522000.0,6000.0,3.4550079504648843
534000.0,6000.0,3.659818728764852
894000.0,6000.0,4.17834750811259
906000.0,6000.0,4.761706193288167
498000.0,18000.0,3.6859796047210693
510000.0,18000.0,3.791260242462158
522000.0,18000.0,3.755136728286743
534000.0,18000.0,3.507466793060303
546000.0,18000.0,3.8798255125681558
558000.0,18000.0,3.7355521519978843
906000.0,18000.0,4.459777275721232
486000.0,30000.0,3.1932149728139243
498000.0,30000.0,3.511541843414307
510000.0,30000.0,3.106195449829102
522000.0,30000.0,3.102420330047607
534000.0,30000.0,3.71685266494751
546000.0,30000.0,4.376873016357422
558000.0,30000.0,3.8385039965311685
486000.0,42000.0,3.2480111916859946
498000.0,42000.0,2.961907625198364
510000.0,42000.0,3.270584106445312
522000.0,42000.0,3.375017642974854
534000.0,42000.0,3.721497774124146
546000.0,42000.0,3.421786308288574
558000.0,42000.0,3.369967540105184
486000.0,54000.0,3.176978270212809
498000.0,54000.0,3.325107097625732
510000.0,54000.0,3.280001878738403
522000.0,54000.0,3.309308528900146
534000.0,54000.0,3.154752254486084
546000.0,54000.0,3.36579966545105
558000.0,54000.0,3.322316646575928
570000.0,54000.0,3.2954062620798745
582000.0,54000.0,3.0825210412343345
786000.0,54000.0,5.5775199731191
486000.0,66000.0,2.957557042439779
498000.0,66000.0,3.243920087814331
510000.0,66000.0,3.365831851959229
522000.0,66000.0,3.054130554199219
534000.0,66000.0,3.145198583602905
546000.0,66000.0,3.83809757232666
558000.0,66000.0,3.989454507827759
570000.0,66000.0,3.198102474212646
582000.0,66000.0,3.021679162979126
786000.0,66000.0,5.5775199731191
798000.0,66000.0,5.663812239964803
810000.0,66000.0,4.647525866826375
858000.0,66000.0,3.571866750717163
870000.0,66000.0,3.571866750717163
498000.0,78000.0,2.303643941879272
510000.0,78000.0,2.601087808609009
522000.0,78000.0,3.131139993667603
534000.0,78000.0,3.334572076797485
546000.0,78000.0,3.842597007751465
558000.0,78000.0,4.464262962341309
570000.0,78000.0,3.299041271209717
582000.0,78000.0,2.727144002914429
594000.0,78000.0,3.055325428644816
798000.0,78000.0,6.004854440689087
810000.0,78000.0,4.647525866826375
822000.0,78000.0,3.571866750717163
834000.0,78000.0,3.571866750717163
846000.0,78000.0,3.571866750717163
858000.0,78000.0,3.539332628250122
870000.0,78000.0,3.724785804748535
882000.0,78000.0,3.7387844721476235
6000.0,90000.0,3.1800997257232666
18000.0,90000.0,3.1800997257232666
474000.0,90000.0,2.7961978912353516
486000.0,90000.0,2.7961978912353516
498000.0,90000.0,2.517414093017578
510000.0,90000.0,2.349571466445923
522000.0,90000.0,2.714439392089844
534000.0,90000.0,2.831494808197021
546000.0,90000.0,3.656208753585815
558000.0,90000.0,4.112122535705566
570000.0,90000.0,3.666213512420654
582000.0,90000.0,3.139791011810303
594000.0,90000.0,2.946069240570069
738000.0,90000.0,5.093050320943196
750000.0,90000.0,4.920507272084554
834000.0,90000.0,3.571866750717163
846000.0,90000.0,3.6476831436157227
858000.0,90000.0,3.6476831436157227
870000.0,90000.0,3.451481819152832
882000.0,90000.0,3.952234983444214
894000.0,90000.0,4.0872461795806885
918000.0,90000.0,5.215663592020671
474000.0,102000.0,2.9190944830576577
486000.0,102000.0,3.202760457992554
498000.0,102000.0,2.668419122695923
510000.0,102000.0,2.238803863525391
522000.0,102000.0,2.281352996826172
534000.0,102000.0,2.452496290206909
546000.0,102000.0,2.832751274108887
558000.0,102000.0,2.893795251846313
570000.0,102000.0,3.16769814491272
582000.0,102000.0,2.971272706985474
594000.0,102000.0,2.916171153386434
738000.0,102000.0,5.093050320943196
750000.0,102000.0,4.920507272084554
870000.0,102000.0,3.96955943107605
882000.0,102000.0,4.504961490631104
894000.0,102000.0,4.85802173614502
906000.0,102000.0,5.702311038970947
918000.0,102000.0,5.331307252248128
930000.0,102000.0,5.451391379038493
942000.0,102000.0,4.525521437327067
474000.0,114000.0,3.1261630853017173
486000.0,114000.0,2.886103868484497
498000.0,114000.0,2.493380069732666
510000.0,114000.0,2.253475666046143
522000.0,114000.0,2.202790975570679
534000.0,114000.0,2.225856781005859
546000.0,114000.0,2.469487428665161
558000.0,114000.0,2.62161922454834
570000.0,114000.0,3.017665147781372
582000.0,114000.0,2.924806833267212
594000.0,114000.0,2.852433919906616
606000.0,114000.0,3.0538362661997476
654000.0,114000.0,3.969095230102539
666000.0,114000.0,3.9792102177937827
750000.0,114000.0,4.920507272084554
762000.0,114000.0,5.008639812469482
834000.0,114000.0,6.036727746327718
846000.0,114000.0,5.6182200113932295
858000.0,114000.0,5.603097438812256
882000.0,114000.0,4.472708781560262
894000.0,114000.0,4.960929870605469
906000.0,114000.0,5.832035541534424
918000.0,114000.0,5.433588981628418
930000.0,114000.0,5.218274116516113
942000.0,114000.0,4.525521437327067
474000.0,126000.0,2.953972101211548
486000.0,126000.0,3.289624929428101
498000.0,126000.0,2.686187505722046
510000.0,126000.0,2.406107187271118
522000.0,126000.0,2.396471977233887
534000.0,126000.0,2.409188508987427
546000.0,126000.0,2.514386892318726
558000.0,126000.0,2.887539863586426
570000.0,126000.0,3.400580406188965
582000.0,126000.0,3.80034875869751
594000.0,126000.0,3.384268045425415
606000.0,126000.0,3.3456835746765137
642000.0,126000.0,3.969095230102539
654000.0,126000.0,3.814415454864502
666000.0,126000.0,3.861247062683105
678000.0,126000.0,4.047589619954427
714000.0,126000.0,5.604269027709961
726000.0,126000.0,5.604269027709961
750000.0,126000.0,4.920507272084554
762000.0,126000.0,5.008639812469482
798000.0,126000.0,6.710187753041585
810000.0,126000.0,6.851049423217773
834000.0,126000.0,6.036727746327718
846000.0,126000.0,5.676913261413574
858000.0,126000.0,5.447617053985596
870000.0,126000.0,5.162946065266927
894000.0,126000.0,4.364307880401611
906000.0,126000.0,4.925617218017578
918000.0,126000.0,4.511090755462646
930000.0,126000.0,4.444011688232422
942000.0,126000.0,3.914278507232666
954000.0,126000.0,4.118131081263225
18000.0,138000.0,3.1800997257232666
30000.0,138000.0,3.1800997257232666
42000.0,138000.0,3.1664066314697266
462000.0,138000.0,3.75543204943339
474000.0,138000.0,3.75543204943339
486000.0,138000.0,4.168745517730713
498000.0,138000.0,3.123752593994141
510000.0,138000.0,2.638229608535767
522000.0,138000.0,2.613470315933228
534000.0,138000.0,2.986327648162842
546000.0,138000.0,2.991743087768555
558000.0,138000.0,3.613579988479614
570000.0,138000.0,3.733570337295532
582000.0,138000.0,4.110933780670166
594000.0,138000.0,3.7651835282643638
606000.0,138000.0,3.449211915334066
642000.0,138000.0,4.102668921152751
654000.0,138000.0,4.23162317276001
666000.0,138000.0,4.26196813583374
678000.0,138000.0,4.467106342315674
690000.0,138000.0,4.304884751637776
702000.0,138000.0,4.508183479309082
714000.0,138000.0,5.604269027709961
726000.0,138000.0,4.871864318847656
738000.0,138000.0,5.037152290344238
750000.0,138000.0,5.370134353637695
762000.0,138000.0,4.354235172271729
774000.0,138000.0,5.184672196706136
786000.0,138000.0,6.114163716634114
798000.0,138000.0,7.79677152633667
810000.0,138000.0,6.678459167480469
822000.0,138000.0,7.113731384277344
834000.0,138000.0,6.703140258789062
846000.0,138000.0,5.730129718780518
858000.0,138000.0,5.684762001037598
870000.0,138000.0,5.62083625793457
882000.0,138000.0,4.8513437906901045
894000.0,138000.0,4.750284989674886
906000.0,138000.0,4.453152259190877
918000.0,138000.0,4.292617082595824
930000.0,138000.0,3.922748804092407
942000.0,138000.0,3.996103048324585
954000.0,138000.0,3.911197026570638
18000.0,150000.0,3.1800997257232666
30000.0,150000.0,3.181902885437012
42000.0,150000.0,3.1664066314697266
474000.0,150000.0,3.5986443360646567
