latitude,longitude,value,imputed_value,mse,method
510000,6000,3.64847517,3.5508641401926675,0.009527913140047996,KNN_bias_corr_MICE
522000,6000,3.488538027,3.4550079504648843,0.0011242660324507273,KNN_bias_corr_MICE
534000,6000,3.540526152,3.659818728764852,0.01423071887119812,KNN_bias_corr_MICE
894000,6000,5.341691494,4.17834750811259,1.3533692295004067,KNN_bias_corr_MICE
906000,6000,5.621836185,4.761706193288167,0.7398236026421984,KNN_bias_corr_MICE
498000,18000,4.215054512,3.685979604721069,0.27992025751220956,KNN_bias_corr_MICE
546000,18000,5.635998249,3.879825512568156,3.08414268018651,KNN_bias_corr_MICE
558000,18000,5.839746475,3.735552151997884,4.427633748954334,KNN_bias_corr_MICE
906000,18000,5.608723164,4.459777275721232,1.3200766541926856,KNN_bias_corr_MICE
486000,30000,3.69275713,3.1932149728139243,0.2495423668061179,KNN_bias_corr_MICE
558000,30000,5.537382603,3.838503996531169,2.886188519517478,KNN_bias_corr_MICE
486000,42000,2.87241292,3.2480111916859946,0.14107406169350628,KNN_bias_corr_MICE
558000,42000,3.16261363,3.369967540105184,0.04299564403590873,KNN_bias_corr_MICE
486000,54000,2.846855402,3.176978270212809,0.10898110811705167,KNN_bias_corr_MICE
570000,54000,2.920140982,3.2954062620798745,0.14082403043342673,KNN_bias_corr_MICE
582000,54000,3.115069866,3.0825210412343345,0.0010594259936259893,KNN_bias_corr_MICE
786000,54000,4.206410885,5.5775199731191,1.879940131522788,KNN_bias_corr_MICE
486000,66000,2.882026196,2.957557042439779,0.005704908763909447,KNN_bias_corr_MICE
582000,66000,2.89496398,3.021679162979126,0.01605673759743338,KNN_bias_corr_MICE
786000,66000,4.141295433,5.5775199731191,2.0627409296403196,KNN_bias_corr_MICE
798000,66000,4.142486572,5.663812239964803,2.314431788008553,KNN_bias_corr_MICE
810000,66000,4.021750927,4.647525866826375,0.391594275314703,KNN_bias_corr_MICE
858000,66000,4.136784077,3.571866750717163,0.3191315855345489,KNN_bias_corr_MICE
870000,66000,4.060382843,3.571866750717163,0.23864797241929342,KNN_bias_corr_MICE
594000,78000,2.674547434,3.055325428644816,0.1449918812057275,KNN_bias_corr_MICE
798000,78000,4.074169159,6.004854440689087,3.727545656930868,KNN_bias_corr_MICE
810000,78000,3.87759757,4.647525866826375,0.5927895822539629,KNN_bias_corr_MICE
822000,78000,4.006798267,3.571866750717163,0.18916542385608742,KNN_bias_corr_MICE
834000,78000,4.215725422,3.571866750717163,0.41455398858610054,KNN_bias_corr_MICE
846000,78000,3.721161366,3.571866750717163,0.022288882152450288,KNN_bias_corr_MICE
882000,78000,3.889431,3.738784472147624,0.022694376353976725,KNN_bias_corr_MICE
6000,90000,2.349380016,3.1800997257232666,0.6900952361227083,KNN_bias_corr_MICE
18000,90000,2.369478703,3.1800997257232666,0.6571064424809148,KNN_bias_corr_MICE
474000,90000,2.278537035,2.796197891235352,0.26797276207831794,KNN_bias_corr_MICE
486000,90000,2.964235306,2.796197891235352,0.028236572760786324,KNN_bias_corr_MICE
594000,90000,2.853864908,2.946069240570069,0.008501638944691886,KNN_bias_corr_MICE
738000,90000,3.435080767,5.093050320943196,2.748863041802601,KNN_bias_corr_MICE
750000,90000,3.490111828,4.920507272084554,2.046031126457848,KNN_bias_corr_MICE
834000,90000,4.053636551,3.571866750717163,0.23210214046456487,KNN_bias_corr_MICE
