latitude,longitude,mean,median,ci_lower,ci_upper
894000.0,6000.0,4.061152064900228,4.062602738002791,4.058875310261621,4.063428819538835
906000.0,6000.0,4.061152064900228,4.062602738002791,4.058875310261621,4.063428819538835
906000.0,18000.0,4.061152064900228,4.062602738002791,4.058875310261621,4.063428819538835
774000.0,54000.0,4.061152595008144,4.062602738002791,4.05887583271306,4.063429357303228
786000.0,54000.0,4.061153548954405,4.062602738002791,4.058876773006565,4.063430324902244
858000.0,54000.0,4.061148569133294,4.062602738002791,4.058871806268163,4.063425331998424
870000.0,54000.0,4.061148262639987,4.062602738002791,4.058871469908068,4.063425055371907
882000.0,54000.0,4.061149668372756,4.062602738002791,4.058872902686588,4.063426434058924
786000.0,66000.0,4.063052194900286,4.06660396193066,4.060741990227742,4.06536239957283
798000.0,66000.0,4.065465303133858,4.070070065841767,4.063115708000251,4.067814898267465
810000.0,66000.0,4.068301336715015,4.074340119377345,4.065926445535722,4.070676227894308
822000.0,66000.0,4.069009754071623,4.0745948166620005,4.066667467074253,4.071352041068994
834000.0,66000.0,4.065105547680196,4.068508997364089,4.062823684646067,4.067387410714326
858000.0,66000.0,4.0553515758174505,4.053296980893633,4.053060441627041,4.05764271000786
870000.0,66000.0,4.055915167105422,4.055626000449646,4.053611931883233,4.05821840232761
882000.0,66000.0,4.058183929796518,4.060256136165193,4.055902931115436,4.060464928477599
942000.0,66000.0,4.8373348117059685,4.821285949064027,4.828802123987215,4.845867499424722
6000.0,78000.0,3.021124497443539,3.0245274310773804,3.018652970503729,3.0235960243833495
594000.0,78000.0,3.050824014671323,3.0264184811420023,3.04508559476889,3.0565624345737556
726000.0,78000.0,7.124276889370546,7.077941313961121,7.100836647894498,7.147717130846594
798000.0,78000.0,4.119311772279465,4.128043826188162,4.115183414439505,4.123440130119425
810000.0,78000.0,4.163155870971022,4.1943284026935945,4.158183271445707,4.168128470496337
858000.0,78000.0,3.9716217100808513,3.958314717197571,3.9677187623401595,3.975524657821543
882000.0,78000.0,4.015930127683417,4.007078962430862,4.0129728496449015,4.018887405721932
942000.0,78000.0,4.796811698434018,4.785683348728479,4.786932299172115,4.806691097695921
6000.0,90000.0,3.021123440063484,3.0245273534734816,3.0186519993512153,3.023594880775753
18000.0,90000.0,3.0211214272768556,3.024527248046783,3.0186501112748516,3.0235927432788596
606000.0,90000.0,3.0173682218284803,2.9365359945748324,3.005378763185843,3.0293576804711178
