latitude,longitude,mean,median,ci_lower,ci_upper
534000.0,294000.0,2.7442152969163542,2.7530839803566294,2.729067647240684,2.7593629465920246
414000.0,330000.0,2.326954060193256,2.3266277220789737,2.324932237197287,2.3289758831892247
666000.0,162000.0,3.6004585868389283,3.604170750805898,3.590492827229885,3.6104243464479717
6000.0,78000.0,2.4095472213724385,2.4093028745752068,2.4008055734227907,2.4182888693220863
1062000.0,378000.0,2.8239705065621754,2.8236017780125566,2.821086759450964,2.8268542536733867
102000.0,522000.0,2.4375406062335094,2.439532502265473,2.434892957018654,2.4401882554483647
594000.0,102000.0,2.7844570602134158,2.783898972318234,2.7783596927240084,2.790554427702823
726000.0,126000.0,3.6336029778216155,3.6699200375170395,3.615171938544475,3.6520340170987557
390000.0,546000.0,1.6853672960741997,1.685064141703868,1.683837699637888,1.6868968925105112
642000.0,162000.0,3.484631917213729,3.4958500406290622,3.4780848031669986,3.491179031260459
858000.0,90000.0,4.1499968890821,4.0941249279615946,4.13351687015419,4.166476908010011
618000.0,186000.0,3.173281638990675,3.1771666468396247,3.165816792008014,3.180746485973336
870000.0,330000.0,2.036584331182688,2.035504761108097,2.0344764601714873,2.0386922021938885
78000.0,354000.0,2.4039859532378136,2.4055371003324955,2.398830961363207,2.40914094511242
114000.0,594000.0,2.1421884345721915,2.1354954773568307,2.139787675713026,2.144589193431357
1206000.0,450000.0,3.462430841876105,3.4536228963738376,3.455340216469824,3.4695214672823864
654000.0,402000.0,1.8441101276141547,1.846914069109727,1.8422192028951903,1.8460010523331192
630000.0,162000.0,3.715432557604884,3.7241188080748113,3.711791988823214,3.719073126386554
342000.0,582000.0,1.8792594398378673,1.879123368867545,1.8788052990760518,1.8797135805996827
870000.0,138000.0,5.472420971064381,5.472922517568514,5.466923814876619,5.477918127252144
426000.0,534000.0,1.7160750406049883,1.714031362442544,1.7142389972741048,1.7179110839358718
1158000.0,462000.0,3.214142970717831,3.225155387949211,3.207939540179639,3.220346401256023
594000.0,198000.0,2.823803578258611,2.828279504692798,2.8147800335702686,2.8328271229469535
18000.0,150000.0,3.022379237391548,3.0142022472010512,3.0175431051387545,3.027215369644342
342000.0,618000.0,2.0401265952630037,2.039725000566866,2.0389194623178453,2.041333728208162
954000.0,162000.0,3.8045662345138513,3.7847035320177413,3.794231140840482,3.814901328187221
618000.0,426000.0,1.791091999635143,1.7972526956276638,1.7883149888314076,1.7938690104388786
594000.0,138000.0,3.838118047767946,3.8389556288320654,3.835666615720502,3.8405694798153904
558000.0,42000.0,3.1924750333695893,3.1829330895844614,3.185709596251105,3.1992404704880735
858000.0,414000.0,2.1585871232717517,2.1594915069387732,2.1570651757770105,2.160109070766493
138000.0,642000.0,2.0380854706979865,2.0399369790085715,2.0354006316019664,2.0407703097940066
750000.0,378000.0,1.895134656864045,1.8924188825119843,1.8917754193609984,1.8984938943670917
18000.0,138000.0,3.0438807386405724,3.037565645893939,3.0380183403648404,3.0497431369163044
390000.0,282000.0,3.2117257872848155,3.1826081996549225,3.1902129121964458,3.2332386623731852
1038000.0,342000.0,3.1415989605883383,3.1353158719280008,3.1373032993548313,3.1458946218218453
6000.0,90000.0,2.5378903388164877,2.53333130463056,2.5294635353671895,2.546317142265786
150000.0,258000.0,3.799960322822077,3.794883731034556,3.796040227974917,3.8038804176692373
726000.0,78000.0,2.814430926335277,2.822962783584569,2.777576636714236,2.8512852159563185
138000.0,630000.0,2.2413887151205234,2.2436916829470372,2.238881183135449,2.2438962471055977
174000.0,630000.0,1.695367421372736,1.6931668996708094,1.6930797712908694,1.6976550714546028
42000.0,138000.0,3.168533436671992,3.157240511678374,3.1623824715030997,3.174684401840884
246000.0,186000.0,2.808074627809484,2.79412509669593,2.7997542333368193,2.8163950222821486
462000.0,234000.0,2.4990173161803333,2.523052239124541,2.486801150389979,2.5112334819706876
642000.0,126000.0,3.7643634729515734,3.769379635764409,3.761715585424866,3.7670113604782807
582000.0,150000.0,3.698684800722053,3.700544671948007,3.6961356215901633,3.701233979853943
834000.0,66000.0,3.761383567063506,3.7125898014476566,3.7385359737931885,3.7842311603338232
6000.0,174000.0,2.9290696039350874,2.9211264965786974,2.9234128508081825,2.9347263570619924
942000.0,162000.0,3.602204190990174,3.586876184855493,3.5921514753076194,3.6122569066727284
942000.0,210000.0,3.7853619997848926,3.7795989557162875,3.7731554983783244,3.797568501191461
1026000.0,174000.0,2.8701302467619394,2.839102549107394,2.8385550026562467,2.901705490867632
402000.0,234000.0,3.082256416289612,3.0247998733678623,3.0642776903879487,3.1002351421912757
210000.0,174000.0,3.0960997801767656,3.086959836915918,3.089699611938474,3.102499948415057
474000.0,246000.0,2.790343981859349,2.7767267440061705,2.7762345187340016,2.8044534449846963
42000.0,198000.0,3.1633136934825528,3.1608602985386227,3.1601615517429598,3.1664658352221458
