latitude,longitude,value,imputed_value
510000.0,6000.0,3.648475170135498,3.5508641401926675
522000.0,6000.0,3.488538026809692,3.4550079504648843
534000.0,6000.0,3.540526151657104,3.659818728764852
894000.0,6000.0,5.341691493988037,4.17834750811259
906000.0,6000.0,5.621836185455322,4.761706193288167
498000.0,18000.0,4.215054512023926,3.6859796047210693
546000.0,18000.0,5.635998249053955,3.8798255125681558
558000.0,18000.0,5.839746475219727,3.7355521519978843
906000.0,18000.0,5.608723163604736,4.459777275721232
486000.0,30000.0,3.692757129669189,3.1932149728139243
558000.0,30000.0,5.53738260269165,3.8385039965311685
486000.0,42000.0,2.872412919998169,3.2480111916859946
558000.0,42000.0,3.1626136302948,3.369967540105184
486000.0,54000.0,2.846855401992798,3.176978270212809
570000.0,54000.0,2.920140981674194,3.2954062620798745
582000.0,54000.0,3.11506986618042,3.0825210412343345
786000.0,54000.0,4.206410884857178,5.5775199731191
486000.0,66000.0,2.882026195526123,2.957557042439779
582000.0,66000.0,2.894963979721069,3.021679162979126
786000.0,66000.0,4.141295433044434,5.5775199731191
798000.0,66000.0,4.142486572265625,5.663812239964803
810000.0,66000.0,4.021750926971436,4.647525866826375
858000.0,66000.0,4.136784076690674,3.571866750717163
870000.0,66000.0,4.060382843017578,3.571866750717163
594000.0,78000.0,2.674547433853149,3.055325428644816
798000.0,78000.0,4.074169158935547,6.004854440689087
810000.0,78000.0,3.877597570419312,4.647525866826375
822000.0,78000.0,4.006798267364502,3.571866750717163
834000.0,78000.0,4.215725421905518,3.571866750717163
846000.0,78000.0,3.721161365509033,3.571866750717163
882000.0,78000.0,3.889430999755859,3.7387844721476235
6000.0,90000.0,2.349380016326904,3.1800997257232666
18000.0,90000.0,2.369478702545166,3.1800997257232666
474000.0,90000.0,2.278537034988403,2.7961978912353516
486000.0,90000.0,2.964235305786133,2.7961978912353516
594000.0,90000.0,2.853864908218384,2.946069240570069
738000.0,90000.0,3.435080766677856,5.093050320943196
750000.0,90000.0,3.490111827850342,4.920507272084554
