latitude,longitude,subregion_,value,imputed_value
318000.0,210000.0,30,,4.578959696298189
330000.0,210000.0,30,,4.579786447770634
462000.0,210000.0,31,,3.5107029676437373
534000.0,210000.0,32,,3.7835135155000907
546000.0,210000.0,32,,3.330985080170248
594000.0,210000.0,33,,3.8229247790012106
618000.0,210000.0,33,,3.1897084993602745
630000.0,210000.0,33,,3.160900115132595
654000.0,210000.0,33,,3.6956382041467366
666000.0,210000.0,33,,4.649151654799078
942000.0,210000.0,36,,3.966607291317004
954000.0,210000.0,36,,4.044096963236418
258000.0,222000.0,29,,3.1369292051891926
342000.0,222000.0,30,,4.382973359036533
378000.0,222000.0,30,,4.331583710648355
390000.0,222000.0,30,,4.3526644999053
462000.0,222000.0,31,,3.5107029676437373
474000.0,222000.0,31,,3.5107029676437373
486000.0,222000.0,31,,3.5107029676437373
534000.0,222000.0,32,,3.6590821476272457
546000.0,222000.0,32,,3.0368411991216937
606000.0,222000.0,33,,3.5001934799110885
618000.0,222000.0,33,,3.438739423035485
642000.0,222000.0,33,,3.3629688967948557
654000.0,222000.0,33,,5.062864295643135
678000.0,222000.0,33,,4.822447355862596
978000.0,222000.0,36,,4.129029076731767
54000.0,234000.0,27,,3.5117562990359907
186000.0,234000.0,28,,3.1010183041000285
198000.0,234000.0,28,,3.1539692469931504
318000.0,234000.0,30,,3.91655264301754
354000.0,234000.0,30,,3.8940750694011332
366000.0,234000.0,30,,3.772687979502818
402000.0,234000.0,30,,3.9761850651491333
462000.0,234000.0,31,,3.4487049399550513
534000.0,234000.0,32,,3.4691003056857275
978000.0,234000.0,36,,4.096187253506062
42000.0,246000.0,27,,3.4366578148254248
54000.0,246000.0,27,,3.4110154788165006
150000.0,246000.0,28,,3.254007078622102
186000.0,246000.0,28,,3.287198252528015
270000.0,246000.0,29,,3.163532944219448
330000.0,246000.0,30,,4.0888977306732075
474000.0,246000.0,31,,3.5107029676437373
486000.0,246000.0,31,,3.5107029676437373
498000.0,246000.0,31,,3.5107029676437373
510000.0,246000.0,31,,3.5107029676437373
534000.0,246000.0,32,,3.4948129947124746
966000.0,246000.0,36,,4.077201826490418
42000.0,258000.0,27,,3.4481014729630393
186000.0,258000.0,28,,3.610986207180784
294000.0,258000.0,29,,3.9796577473985972
318000.0,258000.0,30,,4.2051549674215245
330000.0,258000.0,30,,4.820281947671332
546000.0,258000.0,32,,3.4091911414149663
966000.0,258000.0,36,,3.8453725090037203
1014000.0,258000.0,36,,4.2722556966984975
1026000.0,258000.0,36,,4.303945036718209
186000.0,270000.0,28,,3.668598494047003
378000.0,270000.0,30,,4.370844981378395
390000.0,270000.0,30,,3.779814847255268
546000.0,270000.0,32,,3.615840204067797
30000.0,282000.0,27,,3.4277290200907973
42000.0,282000.0,27,,3.370984168904231
150000.0,282000.0,41,,4.287666486086545
174000.0,282000.0,28,,3.5335036608779418
378000.0,282000.0,30,,3.7184786975023125
390000.0,282000.0,30,,3.8702237655199703
546000.0,282000.0,32,,3.7493925755142494
870000.0,282000.0,35,,2.387715653177639
894000.0,282000.0,36,,2.1552801745746204
54000.0,294000.0,27,,3.3060317439479445
150000.0,294000.0,41,,3.0045592694439067
162000.0,294000.0,41,,2.664915721708157
510000.0,294000.0,45,,3.7253485873208896
522000.0,294000.0,45,,3.5401438627843858
534000.0,294000.0,45,,3.2412941286103987
870000.0,294000.0,48,,2.015300445783912
882000.0,294000.0,48,,2.096607715649865
906000.0,294000.0,36,,3.0513275904419044
966000.0,294000.0,49,,2.95630146343748
78000.0,306000.0,40,,2.5581547834222484
150000.0,306000.0,41,,2.2277383439654495
162000.0,306000.0,41,,2.612907206865049
390000.0,306000.0,43,,2.300796189854762
486000.0,306000.0,44,,3.738825274068078
546000.0,306000.0,45,,2.7196200502005166
558000.0,306000.0,45,,2.766182812748272
870000.0,306000.0,48,,2.012018453672569
90000.0,318000.0,40,,2.6687373532880865
150000.0,318000.0,41,,2.276877310871331
162000.0,318000.0,41,,2.485757112659684
390000.0,318000.0,43,,2.261764493950424
462000.0,318000.0,44,,3.0113548626243514
474000.0,318000.0,44,,3.3837465387924137
918000.0,318000.0,49,,2.5900373987294594
978000.0,318000.0,49,,2.8157433626374075
990000.0,318000.0,50,,2.85746514611696
1014000.0,318000.0,50,,2.956776169599642
1026000.0,318000.0,50,,2.9001916829307914
90000.0,330000.0,40,,2.5618221690119114
150000.0,330000.0,41,,2.2016814301268113
162000.0,330000.0,41,,2.457764491361287
174000.0,330000.0,41,,2.5955002455560896
426000.0,330000.0,44,,2.553524916281176
438000.0,330000.0,44,,2.572870045523862
450000.0,330000.0,44,,2.6425772135810326
462000.0,330000.0,44,,2.824819387952788
474000.0,330000.0,44,,3.4762431964768363
678000.0,330000.0,46,,1.9533716149496607
690000.0,330000.0,47,,2.1583018193230465
870000.0,330000.0,48,,2.289135183487143
930000.0,330000.0,49,,2.406789351829671
978000.0,330000.0,50,,2.7356382698345234
990000.0,330000.0,50,,2.9193708832118093
1026000.0,330000.0,50,,3.0493256452949575
186000.0,342000.0,41,,2.700463505232569
474000.0,342000.0,44,,3.2604496054090184
678000.0,342000.0,46,,1.8874485458549841
690000.0,342000.0,47,,1.9080131195791061
870000.0,342000.0,48,,2.3713600311460334
954000.0,342000.0,49,,2.525248218360048
966000.0,342000.0,49,,2.6301752894295483
978000.0,342000.0,50,,2.5185254730734945
990000.0,342000.0,50,,2.7359946711801606
1002000.0,342000.0,50,,2.859524646119057
1014000.0,342000.0,50,,2.995089120990022
1038000.0,342000.0,50,,2.856520011112312
1050000.0,342000.0,50,,2.7992002547728534
78000.0,354000.0,40,,2.6364274923394566
690000.0,354000.0,47,,2.2216578613722824
714000.0,354000.0,47,,1.998900385105695
726000.0,354000.0,47,,1.9049407450526104
870000.0,354000.0,48,,2.3668524689087946
978000.0,354000.0,50,,2.720571642192186
990000.0,354000.0,50,,2.738980553801584
1002000.0,354000.0,50,,2.841897564553406
1014000.0,354000.0,50,,2.821985588993478
1026000.0,354000.0,50,,2.8080836692516704
1038000.0,354000.0,50,,2.772946131846919
1050000.0,354000.0,50,,2.72682476203128
66000.0,366000.0,40,,2.662703835756659
78000.0,366000.0,40,,2.6473078637139476
690000.0,366000.0,46,,2.1679431311182173
702000.0,366000.0,47,,1.9291228712998683
714000.0,366000.0,47,,1.9602058603386596
738000.0,366000.0,47,,1.9672857516353341
870000.0,366000.0,48,,2.3711727387822297
1002000.0,366000.0,50,,2.7840021195543216
1014000.0,366000.0,50,,2.7521315334418577
1026000.0,366000.0,50,,2.7149590012190834
1038000.0,366000.0,50,,2.7761042198763453
1050000.0,366000.0,50,,2.702018943723292
78000.0,378000.0,40,,2.675813881541608
678000.0,378000.0,46,,2.1626937004711375
750000.0,378000.0,47,,2.056591550704019
762000.0,378000.0,47,,2.170994916333812
870000.0,378000.0,48,,2.4420604582294083
1038000.0,378000.0,50,,2.7340912673698052
1050000.0,378000.0,50,,2.742123961992424
1062000.0,378000.0,50,,2.7656582409793056
78000.0,390000.0,53,,2.3074498402304404
774000.0,390000.0,47,,2.374333428594751
786000.0,390000.0,48,,2.5129094067569735
870000.0,390000.0,61,,2.308187234842842
1134000.0,390000.0,65,,3.385814232108061
1146000.0,390000.0,65,,3.3857297311347097
654000.0,402000.0,59,,1.952191387745647
798000.0,402000.0,61,,2.273785222650033
810000.0,402000.0,61,,2.276341399986352
822000.0,402000.0,61,,2.2507350060236746
870000.0,402000.0,61,,2.2695726887904097
1134000.0,402000.0,65,,3.3789308127972504
1146000.0,402000.0,65,,3.375458673804485
90000.0,414000.0,53,,2.300055935048888
642000.0,414000.0,59,,2.011262038901834
834000.0,414000.0,61,,2.297410159275007
846000.0,414000.0,61,,2.2967348320826226
858000.0,414000.0,61,,2.2995922653761145
1074000.0,414000.0,50,,2.809319680744943
1146000.0,414000.0,65,,3.3052008514679403
1158000.0,414000.0,65,,3.2937554222308076
1170000.0,414000.0,65,,3.375804954101306
90000.0,426000.0,53,,2.2662445877854953
630000.0,426000.0,59,,2.2206038484030457
642000.0,426000.0,59,,2.238214283986103
1074000.0,426000.0,50,,2.809387078043583
1134000.0,426000.0,64,,3.466634750366211
1158000.0,426000.0,65,,3.462330140312663
1170000.0,426000.0,65,,3.2348798508234156
1182000.0,426000.0,65,,3.4680220641836885
1194000.0,426000.0,65,,3.4301457272203626
78000.0,438000.0,53,,2.2999581791808184
90000.0,438000.0,53,,2.315716701077793
570000.0,438000.0,58,,1.9205726069590063
582000.0,438000.0,58,,1.9726638037176125
1110000.0,438000.0,64,,3.466634750366211
1194000.0,438000.0,65,,3.4760770236186334
78000.0,450000.0,53,,2.3065659779228365
102000.0,450000.0,53,,2.1562977427020154
534000.0,450000.0,58,,1.804426602601817
546000.0,450000.0,58,,1.899710071299109
1122000.0,450000.0,64,,3.466634750366211
1134000.0,450000.0,64,,3.466634750366211
1146000.0,450000.0,64,,3.466634750366211
1158000.0,450000.0,65,,3.334270305627544
1170000.0,450000.0,65,,3.358247626923247
78000.0,462000.0,53,,2.3071164196611673
90000.0,462000.0,53,,2.237196246221964
102000.0,462000.0,53,,2.089930977673735
1158000.0,462000.0,65,,3.3669680442354175
1170000.0,462000.0,65,,3.3654360948754953
1182000.0,462000.0,65,,3.3367848637545934
1194000.0,462000.0,65,,3.2896839493767596
1206000.0,462000.0,65,,3.294248473806716
1218000.0,462000.0,65,,3.3613641568416557
102000.0,474000.0,53,,2.1005787452895914
522000.0,474000.0,58,,2.0924543900428763
1170000.0,474000.0,65,,3.3839658189481394
90000.0,486000.0,53,,2.256383098499368
522000.0,486000.0,71,,2.2607064042661564
102000.0,498000.0,67,,2.2874941407101033
510000.0,498000.0,71,,2.2762768268585205
102000.0,510000.0,67,,2.3776795130475503
486000.0,510000.0,70,,1.942141735474979
102000.0,522000.0,67,,2.376195804868306
450000.0,522000.0,70,,1.7995903646781404
462000.0,522000.0,70,,1.8420845418109983
474000.0,522000.0,70,,1.968220586000406
414000.0,534000.0,70,,1.6643782044653002
438000.0,534000.0,70,,1.6988696525518427
102000.0,546000.0,67,,2.39069278484029
342000.0,546000.0,69,,1.677410778316989
402000.0,546000.0,70,,1.6669721204371486
414000.0,546000.0,70,,1.6446941875332617
426000.0,546000.0,70,,1.6641360368323033
90000.0,558000.0,67,,2.352869315045642
330000.0,558000.0,69,,1.7059947016086374
354000.0,558000.0,69,,1.7370502610301182
366000.0,558000.0,69,,1.7502248646378802
378000.0,558000.0,69,,1.7600848493388204
102000.0,570000.0,67,,2.209893384648064
342000.0,570000.0,69,,1.841867198022171
114000.0,594000.0,80,,2.007482693017544
174000.0,594000.0,80,,1.441566251777013
186000.0,594000.0,80,,1.423716013733167
114000.0,606000.0,80,,1.903961375580075
174000.0,606000.0,80,,1.5530561907172555
186000.0,606000.0,80,,1.4448232976337836
198000.0,606000.0,81,,1.4682205863531326
210000.0,606000.0,81,,1.503696345545365
174000.0,618000.0,80,,1.5436410035411454
210000.0,618000.0,81,,1.4946116056215488
138000.0,630000.0,80,,2.1308781930828076
174000.0,630000.0,80,,1.6867144476301612
222000.0,630000.0,81,,1.5785527945279325
234000.0,630000.0,81,,1.6281974086641184
342000.0,630000.0,82,,1.8884747066005152
138000.0,642000.0,80,,1.9497682932199087
150000.0,642000.0,80,,1.8544888145792753
162000.0,642000.0,80,,1.851331549228367
174000.0,642000.0,80,,1.831599073003053
246000.0,642000.0,81,,1.6840989363585466
270000.0,654000.0,81,,1.6880179149508086
282000.0,654000.0,81,,1.687789845214795
306000.0,654000.0,82,,1.7210581988793612
318000.0,654000.0,82,,1.7479903965340284
